"natmass","age","sex","sei10","region","polviews","age_cent","obs_num","About right.x","Too little.x","Too much.x","preds","About right.y","Too little.y","Too much.y"
"About right",59,"Male",31.3,"W. sou. central","Moderate",10,631,0.407504237989698,-0.332181115570253,-0.0753231224194452,"About right",0.592495762010302,0.332181115570253,0.0753231224194452
"About right",60,"Female",35.8,"W. sou. central","Moderate",11,632,0.351875689986238,-0.305061120164389,-0.0468145698218492,"About right",0.648124310013762,0.305061120164389,0.0468145698218492
"About right",19,"Female",9,"W. sou. central","Conservative",-30,633,0.245103033827681,-0.172969022740522,-0.0721340110871597,"About right",0.754896966172319,0.172969022740522,0.0721340110871597
"Too little",19,"Male",0,"W. sou. central","Conservative",-30,634,-0.692892973187569,0.816514235075377,-0.123621261887808,"About right",0.692892973187569,0.183485764924623,0.123621261887808
"Too little",27,"Male",38.8,"W. sou. central","Liberal",-22,635,-0.468901264683743,0.505668679879091,-0.0367674151953473,"Too little",0.468901264683743,0.494331320120909,0.0367674151953473
"Too much",33,"Female",56.9,"W. sou. central","Conservative",-16,636,-0.69436702368588,-0.255294041735407,0.949661065421287,"About right",0.69436702368588,0.255294041735407,0.050338934578713
"Too little",79,"Male",21.3,"W. sou. central","Extremely liberal",30,637,-0.343525665367337,0.470245824315838,-0.126720158948501,"Too little",0.343525665367337,0.529754175684162,0.126720158948501
"Too little",56,"Male",17.5,"W. sou. central","Moderate",7,638,-0.612719224552635,0.698320461734138,-0.0856012371815031,"About right",0.612719224552635,0.301679538265862,0.0856012371815031
"Too little",53,"Male",24.1,"W. sou. central","Moderate",4,639,-0.611567767297257,0.688217189130226,-0.076649421832969,"About right",0.611567767297257,0.311782810869774,0.076649421832969
"About right",32,"Male",31.2,"W. sou. central","Extremely liberal",-17,640,0.587030677032961,-0.516564227599413,-0.0704664494335484,"Too little",0.412969322967039,0.516564227599413,0.0704664494335484
"About right",21,"Male",20.7,"W. sou. central","Liberal",-28,641,0.490845085066273,-0.446977696971385,-0.0438673880948884,"About right",0.509154914933727,0.446977696971385,0.0438673880948884
"Too little",42,"Male",25.2,"W. sou. central","Slghtly conservative",-7,642,-0.61160484650049,0.697195828500292,-0.0855909819998018,"About right",0.61160484650049,0.302804171499708,0.0855909819998018
"Too little",28,"Female",37.2,"W. sou. central","Moderate",-21,643,-0.696377738799196,0.727759320464871,-0.0313815816656754,"About right",0.696377738799196,0.272240679535129,0.0313815816656754
"Too little",40,"Male",52.1,"W. sou. central","Slghtly conservative",-9,644,-0.584202785857353,0.644999858988248,-0.0607970731308947,"About right",0.584202785857353,0.355000141011752,0.0607970731308947
"About right",44,"Male",31.1,"W. sou. central","Moderate",-5,645,0.380099116686191,-0.316387165672539,-0.0637119510136518,"About right",0.619900883313809,0.316387165672539,0.0637119510136518
"About right",22,"Male",38.2,"W. sou. central","Moderate",-27,646,0.351474379039861,-0.306137931165631,-0.04533644787423,"About right",0.648525620960139,0.306137931165631,0.04533644787423
"Too little",35,"Female",87.9,"W. sou. central","Moderate",-14,647,-0.608023269451879,0.626313499828466,-0.0182902303765873,"About right",0.608023269451879,0.373686500171534,0.0182902303765873
"Too little",64,"Female",26.1,"W. sou. central","Moderate",15,648,-0.653462854469375,0.708506098977194,-0.0550432445078191,"About right",0.653462854469375,0.291493901022806,0.0550432445078191
"Too little",40,"Female",80.9,"W. sou. central","Slghtly conservative",-9,649,-0.601431325870004,0.628960477201054,-0.0275291513310508,"About right",0.601431325870004,0.371039522798946,0.0275291513310508
"Too little",36,"Female",50.3,"W. sou. central","Slghtly conservative",-13,650,-0.654120078876876,0.692455764709174,-0.0383356858322987,"About right",0.654120078876876,0.307544235290826,0.0383356858322987
"Too little",51,"Female",13.6,"W. sou. central","Slghtly conservative",2,651,-0.672021164624421,0.742342031068438,-0.0703208664440174,"About right",0.672021164624421,0.257657968931562,0.0703208664440174
"Too much",54,"Male",61.4,"W. sou. central","Moderate",5,652,-0.561501483903563,-0.389239018532638,0.950740502436201,"About right",0.561501483903563,0.389239018532638,0.0492594975637989
"About right",36,"Male",51.9,"W. sou. central","Moderate",-13,653,0.393658387228121,-0.348467890167774,-0.0451904970603466,"About right",0.606341612771879,0.348467890167774,0.0451904970603466
"About right",37,"Male",36.2,"W. sou. central","Slightly liberal",-12,654,0.453113710954998,-0.404339391718561,-0.0487743192364362,"About right",0.546886289045002,0.404339391718561,0.0487743192364362
"Too little",50,"Female",20.7,"W. sou. central","Liberal",1,655,-0.520618518380528,0.560403628173025,-0.0397851097924968,"About right",0.520618518380528,0.439596371826975,0.0397851097924968
"About right",25,"Female",38.1,"W. sou. central","Liberal",-24,656,0.467546327453539,-0.443615047368864,-0.0239312800846744,"About right",0.532453672546461,0.443615047368864,0.0239312800846744
"About right",22,"Female",37.6,"W. sou. central","Liberal",-27,657,0.461754286194462,-0.438463559567699,-0.0232907266267632,"About right",0.538245713805538,0.438463559567699,0.0232907266267632
"About right",40,"Female",19.7,"W. sou. central","Extrmly conservative",-9,658,0.212097869433217,-0.139216287158528,-0.0728815822746892,"About right",0.787902130566783,0.139216287158528,0.0728815822746892
"About right",28,"Female",0,"W. sou. central","Extremely liberal",-21,659,0.471474465763516,-0.403433927540538,-0.068040538222978,"About right",0.528525534236484,0.403433927540538,0.068040538222978
"About right",40,"Female",38.8,"W. sou. central","Moderate",-9,660,0.323883663277347,-0.288279073015855,-0.0356045902614919,"About right",0.676116336722653,0.288279073015855,0.0356045902614919
"Too little",59,"Female",61.9,"W. sou. central","Moderate",10,661,-0.61257718386382,0.646221791097498,-0.0336446072336773,"About right",0.61257718386382,0.353778208902502,0.0336446072336773
"About right",26,"Male",61.4,"W. sou. central","Liberal",-23,662,0.568822534853628,-0.542203643518677,-0.026618891334951,"Too little",0.431177465146372,0.542203643518677,0.026618891334951
"About right",27,"Male",27,"W. sou. central","Slightly liberal",-22,663,0.422016782191964,-0.373059734120118,-0.0489570480718461,"About right",0.577983217808036,0.373059734120118,0.0489570480718461
"About right",69,"Female",20.1,"W. sou. central","Conservative",20,664,0.340322652910852,-0.224890758179987,-0.115431894730865,"About right",0.659677347089148,0.224890758179987,0.115431894730865
"About right",53,"Female",27,"W. sou. central","Extremely liberal",4,665,0.555132578691063,-0.492523473132448,-0.0626091055586146,"Too little",0.444867421308937,0.492523473132448,0.0626091055586146
"Too much",52,"Male",39.7,"W. sou. central","Conservative",3,666,-0.609839883896354,-0.272617846584971,0.882457730481326,"About right",0.609839883896354,0.272617846584971,0.117542269518674
"About right",42,"Male",62.6,"W. sou. central","Extremely liberal",-7,667,0.650123092488978,-0.599718720836957,-0.0504043716520206,"Too little",0.349876907511022,0.599718720836957,0.0504043716520206
"Too little",60,"Male",62,"W. sou. central","Moderate",11,668,-0.550114584090695,0.602388321459546,-0.0522737373688516,"About right",0.550114584090695,0.397611678540454,0.0522737373688516
"Too little",59,"Female",80.7,"W. sou. central","Slightly liberal",10,669,-0.494667138702699,0.517406348101119,-0.0227392093984194,"About right",0.494667138702699,0.482593651898881,0.0227392093984194
"About right",57,"Male",54.3,"W. sou. central","Moderate",8,670,0.433449373872307,-0.377770290842462,-0.0556790830298444,"About right",0.566550626127693,0.377770290842462,0.0556790830298444
"Too much",30,"Female",20.1,"South atlantic","Moderate",-19,671,-0.675441126938434,-0.273063662477231,0.948504789415666,"About right",0.675441126938434,0.273063662477231,0.0514952105843345
"About right",37,"Female",80.9,"South atlantic","Extremely liberal",-12,672,0.65622192244245,-0.625000089095564,-0.0312218333468855,"Too little",0.34377807755755,0.625000089095564,0.0312218333468855
"About right",40,"Female",13.6,"South atlantic","Extrmly conservative",-9,673,0.250128896130783,-0.147909617223892,-0.102219278906892,"About right",0.749871103869217,0.147909617223892,0.102219278906892
"Too little",33,"Male",17.1,"South atlantic","Moderate",-16,674,-0.60992586276062,0.695305083094417,-0.0853792203337967,"About right",0.60992586276062,0.304694916905584,0.0853792203337967
"About right",51,"Female",57.8,"South atlantic","Slghtly conservative",2,675,0.423936187563897,-0.370075446613355,-0.0538607409505426,"About right",0.576063812436103,0.370075446613355,0.0538607409505426
"About right",46,"Male",46.2,"South atlantic","Conservative",-3,676,0.432594641091275,-0.302111041299395,-0.13048359979188,"About right",0.567405358908725,0.302111041299395,0.13048359979188
"About right",52,"Female",82.5,"South atlantic","Slightly liberal",3,677,0.538855296046826,-0.512729214869294,-0.0261260811775316,"Too little",0.461144703953174,0.512729214869294,0.0261260811775316
"About right",56,"Female",76.3,"South atlantic","Conservative",7,678,0.410426617979189,-0.342504543568846,-0.0679220744103436,"About right",0.589573382020811,0.342504543568846,0.0679220744103436
"About right",25,"Male",59.1,"South atlantic","Conservative",-24,679,0.4008478276825,-0.311109339782691,-0.0897384878998093,"About right",0.5991521723175,0.311109339782691,0.0897384878998093
"About right",48,"Female",21.8,"South atlantic","Slghtly conservative",-1,680,0.374898491132555,-0.294798290752208,-0.0801002003803473,"About right",0.625101508867445,0.294798290752208,0.0801002003803473
"About right",19,"Female",0,"South atlantic","Slightly liberal",-30,681,0.353371486952019,-0.301462775668128,-0.0519087112838915,"About right",0.646628513047981,0.301462775668128,0.0519087112838915
"Too much",36,"Female",12.6,"South atlantic","Liberal",-13,682,-0.51414995557645,-0.437506659332585,0.951656614909035,"About right",0.51414995557645,0.437506659332585,0.048343385090965
"Too little",28,"Female",13.6,"South atlantic","Extremely liberal",-21,683,-0.464043469162027,0.536412950374753,-0.0723694812127256,"About right",0.464043469162027,0.463587049625247,0.0723694812127256
"Too little",23,"Male",19.6,"South atlantic","Extremely liberal",-26,684,-0.400440402378004,0.49394620519801,-0.0935058028200059,"Too little",0.400440402378004,0.50605379480199,0.0935058028200059
"About right",29,"Female",37.2,"South atlantic","Moderate",-20,685,0.344123367308994,-0.302540525197076,-0.0415828421119171,"About right",0.655876632691006,0.302540525197076,0.0415828421119171
"Too little",69,"Male",31.6,"South atlantic","Moderate",20,686,-0.525287045732876,0.631831501233302,-0.106544455500426,"About right",0.525287045732876,0.368168498766698,0.106544455500426
"Too little",35,"Male",64.5,"South atlantic","Liberal",-14,687,-0.371393936401768,0.406465060360681,-0.035071123958913,"Too little",0.371393936401768,0.593534939639319,0.035071123958913
"About right",38,"Female",41.1,"South atlantic","Slghtly conservative",-11,688,0.378836443256189,-0.321902344263089,-0.0569340989931,"About right",0.621163556743811,0.321902344263089,0.0569340989931
"About right",31,"Female",20.1,"South atlantic","Moderate",-18,689,0.326194733970713,-0.274083946739287,-0.052110787231426,"About right",0.673805266029287,0.274083946739287,0.052110787231426
"Too little",42,"Female",33.4,"South atlantic","Conservative",-7,690,-0.65727404869084,0.752237526341335,-0.0949634776504946,"About right",0.65727404869084,0.247762473658665,0.0949634776504946
"Too little",78,"Male",84.5,"South atlantic","Liberal",29,691,-0.278522209513753,0.318403623189333,-0.0398814136755807,"Too little",0.278522209513753,0.681596376810667,0.0398814136755807
"About right",31,"Female",20.7,"South atlantic","Extrmly conservative",-18,692,0.236233996460872,-0.150941885509121,-0.0852921109517505,"About right",0.763766003539128,0.150941885509121,0.0852921109517505
"Too little",67,"Female",12.6,"South atlantic","Slightly liberal",18,693,-0.54518207790356,0.62191131870154,-0.0767292407979805,"About right",0.54518207790356,0.37808868129846,0.0767292407979805
"Too little",48,"Female",73.5,"South atlantic","Conservative",-1,694,-0.607418072437899,0.671590113424884,-0.0641720409869853,"About right",0.607418072437899,0.328409886575116,0.0641720409869853
"Too little",68,"Male",38.1,"South atlantic","Extremely liberal",19,695,-0.302538330950343,0.414426672010123,-0.11188834105978,"Too little",0.302538330950343,0.585573327989877,0.11188834105978
"About right",42,"Male",25,"South atlantic","Slghtly conservative",-7,696,0.436344465297793,-0.3267261685672,-0.109618296730593,"About right",0.563655534702207,0.3267261685672,0.109618296730593
"About right",65,"Female",69.5,"South atlantic","Liberal",16,697,0.628414424402308,-0.598374674531617,-0.0300397498706915,"Too little",0.371585575597692,0.598374674531617,0.0300397498706915
"About right",44,"Female",54.6,"South atlantic","Liberal",-5,698,0.569731578928428,-0.539860261471915,-0.029871317456513,"Too little",0.430268421071572,0.539860261471915,0.029871317456513
"Too little",77,"Female",38.8,"South atlantic","Slghtly conservative",28,699,-0.552323307684976,0.642821098096758,-0.0904977904117824,"About right",0.552323307684976,0.357178901903242,0.0904977904117824
"About right",62,"Female",69.3,"South atlantic","Liberal",13,700,0.623482416931228,-0.594264782069902,-0.0292176348613258,"Too little",0.376517583068772,0.594264782069902,0.0292176348613258
"Too little",51,"Male",59.1,"South atlantic","Slightly liberal",2,701,-0.443008493226227,0.496319762383984,-0.0533112691577572,"Too little",0.443008493226227,0.503680237616016,0.0533112691577572
"About right",21,"Female",0,"South atlantic","Moderate",-28,702,0.289297562662673,-0.231117288398339,-0.0581802742643335,"About right",0.710702437337327,0.231117288398339,0.0581802742643335
"About right",28,"Female",71.6,"South atlantic","Moderate",-21,703,0.393791417786875,-0.366882928444663,-0.0269084893422111,"About right",0.606208582213125,0.366882928444663,0.0269084893422111
"Too little",20,"Female",0,"South atlantic","Liberal",-29,704,-0.561381214686421,0.608971231182498,-0.047590016496077,"About right",0.561381214686421,0.391028768817502,0.047590016496077
"About right",19,"Female",38.3,"South atlantic","Slghtly conservative",-30,705,0.343204270564496,-0.296038273211829,-0.0471659973526673,"About right",0.656795729435504,0.296038273211829,0.0471659973526673
"About right",53,"Female",43,"South atlantic","Conservative",4,706,0.370898648796992,-0.274202140634231,-0.0966965081627608,"About right",0.629101351203008,0.274202140634231,0.0966965081627608
"Too little",40,"Female",28.7,"South atlantic","Slightly liberal",-9,707,-0.571313595495614,0.617868491505346,-0.0465548960097319,"About right",0.571313595495614,0.382131508494654,0.0465548960097319
"Too little",51,"Male",67.7,"South atlantic","Moderate",2,708,-0.51304013608281,0.569207024315945,-0.0561668882331347,"About right",0.51304013608281,0.430792975684055,0.0561668882331347
"Too little",65,"Male",20.5,"South atlantic","Slghtly conservative",16,709,-0.519047062437422,0.665749046253785,-0.146701983816362,"About right",0.519047062437422,0.334250953746215,0.146701983816362
"Too little",51,"Female",64.5,"South atlantic","Moderate",2,710,-0.579847082684951,0.618233086839585,-0.038386004154634,"About right",0.579847082684951,0.381766913160415,0.038386004154634
"About right",60,"Male",60.3,"South atlantic","Moderate",11,711,0.492404808775408,-0.424368585079134,-0.0680362236962745,"About right",0.507595191224592,0.424368585079134,0.0680362236962745
"About right",57,"Male",84,"South atlantic","Moderate",8,712,0.52273098733411,-0.474318402702755,-0.0484125846313553,"About right",0.47726901266589,0.474318402702755,0.0484125846313553
"About right",70,"Female",38.8,"South atlantic","Slightly liberal",21,713,0.496487835400994,-0.439486531268906,-0.0570013041320878,"About right",0.503512164599006,0.439486531268906,0.0570013041320878
"About right",53,"Female",0,"South atlantic","Slightly liberal",4,714,0.413589760813558,-0.337019629591046,-0.0765701312225116,"About right",0.586410239186442,0.337019629591046,0.0765701312225116
"About right",37,"Female",63.3,"South atlantic","Moderate",-12,715,0.395057669686736,-0.361886333455527,-0.0331713362312083,"About right",0.604942330313264,0.361886333455527,0.0331713362312083
"Too much",56,"Male",25.2,"South atlantic","Conservative",7,716,-0.554042292654811,-0.264796115734667,0.818838408389479,"About right",0.554042292654811,0.264796115734667,0.181161591610521
"About right",59,"Female",21.8,"South atlantic","Moderate",10,717,0.376347402777116,-0.305555937261249,-0.0707914655158669,"About right",0.623652597222884,0.305555937261249,0.0707914655158669
"Too little",21,"Female",0,"South atlantic","Slightly liberal",-28,718,-0.643257580529914,0.69639471129253,-0.0531371307626159,"About right",0.643257580529914,0.30360528870747,0.0531371307626159
"Too little",59,"Male",70.4,"South atlantic","Slghtly conservative",10,719,-0.479289394793346,0.554967721165346,-0.0756783263719999,"About right",0.479289394793346,0.445032278834654,0.0756783263719999
"Too little",66,"Male",38.2,"South atlantic","Moderate",17,720,-0.524194598390786,0.619577925205848,-0.0953833268150622,"About right",0.524194598390786,0.380422074794152,0.0953833268150622
"Too little",56,"Male",60.5,"South atlantic","Moderate",7,721,-0.514574040846329,0.579579671409557,-0.0650056305632278,"About right",0.514574040846329,0.420420328590443,0.0650056305632278
"About right",56,"Female",21.8,"South atlantic","Liberal",7,722,0.535061887473202,-0.481951979986274,-0.0531099074869283,"Too little",0.464938112526797,0.481951979986274,0.0531099074869283
"About right",87,"Female",15.8,"South atlantic","Conservative",38,723,0.431517126537756,-0.245228523663748,-0.186288602874008,"About right",0.568482873462244,0.245228523663748,0.186288602874008
"About right",22,"Female",37.6,"South atlantic","Moderate",-27,724,0.333504888656713,-0.295427805142974,-0.0380770835137391,"About right",0.666495111343287,0.295427805142974,0.0380770835137391
"About right",51,"Male",20.7,"South atlantic","Moderate",2,725,0.428334016201514,-0.328445558899581,-0.0998884573019337,"About right",0.571665983798486,0.328445558899581,0.0998884573019337
"About right",56,"Female",35.8,"South atlantic","Moderate",7,726,0.387684550582426,-0.329756284852643,-0.0579282657297833,"About right",0.612315449417574,0.329756284852643,0.0579282657297833
"About right",47,"Female",45.3,"South atlantic","Slghtly conservative",-2,727,0.399982504698396,-0.339988050489471,-0.059994454208925,"About right",0.600017495301604,0.339988050489471,0.059994454208925
"About right",18,"Male",0,"South atlantic","Moderate",-31,728,0.346685890147496,-0.25921527709675,-0.0874706130507465,"About right",0.653314109852504,0.25921527709675,0.0874706130507465
"Too little",26,"Female",49.3,"South atlantic","Moderate",-23,729,-0.643849562918082,0.678520191594048,-0.0346706286759663,"About right",0.643849562918082,0.321479808405952,0.0346706286759663
"Too little",27,"Female",24.2,"South atlantic","Slightly liberal",-22,730,-0.600182250473814,0.642647500285416,-0.0424652498116015,"About right",0.600182250473814,0.357352499714584,0.0424652498116015
"About right",33,"Female",35.8,"South atlantic","Slghtly conservative",-16,731,0.363632960216891,-0.306392762237483,-0.0572401979794073,"About right",0.636367039783109,0.306392762237483,0.0572401979794073
"About right",31,"Female",29.9,"South atlantic","Conservative",-18,732,0.319856905050171,-0.232925267653566,-0.0869316373966049,"About right",0.680143094949829,0.232925267653566,0.0869316373966049
"Too little",70,"Female",84.5,"South atlantic","Moderate",21,733,-0.515210119261272,0.551896608770721,-0.0366864895094487,"About right",0.515210119261272,0.448103391229279,0.0366864895094487
"Too little",51,"Female",43,"South atlantic","Extremely liberal",2,734,-0.381529266988367,0.443250385963543,-0.0617211189751759,"Too little",0.381529266988367,0.556749614036457,0.0617211189751759
"About right",87,"Female",59.1,"South atlantic","Moderate",38,735,0.474666033442913,-0.413244082755433,-0.0614219506874799,"About right",0.525333966557087,0.413244082755433,0.0614219506874799
"Too little",54,"Female",77.4,"South atlantic","Moderate",5,736,-0.55399870060948,0.587671620939577,-0.0336729203300974,"About right",0.55399870060948,0.412328379060423,0.0336729203300974
"Too little",81,"Female",79.3,"South atlantic","Liberal",32,737,-0.331623213055683,0.362198313853326,-0.0305751007976433,"Too little",0.331623213055683,0.637801686146674,0.0305751007976433
"Too little",25,"Male",34.7,"South atlantic","Liberal",-24,738,-0.436399511402811,0.484439032471288,-0.0480395210684772,"Too little",0.436399511402811,0.515560967528712,0.0480395210684772
"About right",47,"Male",32.6,"South atlantic","Conservative",-2,739,0.427620860183791,-0.274754006231249,-0.152866853952541,"About right",0.572379139816209,0.274754006231249,0.152866853952541
"About right",65,"Male",69.4,"South atlantic","Slghtly conservative",16,740,0.53040102104241,-0.44879836382971,-0.0816026572127004,"About right",0.46959897895759,0.44879836382971,0.0816026572127004
"Too little",46,"Male",37.6,"E. nor. central","Slghtly conservative",-3,741,-0.550815903421271,0.682433216174809,-0.131617312753538,"About right",0.550815903421271,0.317566783825191,0.131617312753538
"Too little",51,"Male",99.9,"E. nor. central","Slightly liberal",2,742,-0.401458311923737,0.443803372228657,-0.0423450603049201,"Too little",0.401458311923737,0.556196627771343,0.0423450603049201
"About right",53,"Male",87.3,"E. nor. central","Moderate",4,743,0.4987081949195,-0.437587466087274,-0.0611207288322256,"About right",0.5012918050805,0.437587466087274,0.0611207288322256
"About right",45,"Female",89.4,"E. nor. central","Moderate",-4,744,0.426088748673958,-0.390290196882561,-0.0357985517913969,"About right",0.573911251326042,0.390290196882561,0.0357985517913969
"Too little",18,"Female",19.6,"E. nor. central","Slightly liberal",-31,745,-0.640434691885786,0.695286058990798,-0.0548513671050119,"About right",0.640434691885786,0.304713941009202,0.0548513671050119
"Too little",52,"Female",72.7,"E. nor. central","Extremely liberal",3,746,-0.357598858294693,0.415040152090217,-0.0574412937955241,"Too little",0.357598858294693,0.584959847909783,0.0574412937955241
"About right",56,"Female",28.7,"E. nor. central","Moderate",7,747,0.366811081435525,-0.282256731287617,-0.0845543501479078,"About right",0.633188918564475,0.282256731287617,0.0845543501479078
"Too little",34,"Male",37.6,"E. nor. central","Slightly liberal",-15,748,-0.524031538782968,0.604573966478268,-0.0805424276953007,"About right",0.524031538782968,0.395426033521732,0.0805424276953007
"About right",58,"Female",41.1,"E. nor. central","Conservative",9,749,0.378614924917363,-0.241102045766592,-0.137512879150771,"About right",0.621385075082637,0.241102045766592,0.137512879150771
"About right",59,"Male",42.7,"E. nor. central","Moderate",10,750,0.456200916724271,-0.343612037328012,-0.112588879396259,"About right",0.543799083275729,0.343612037328012,0.112588879396259
"Too little",69,"Female",63.7,"E. nor. central","Conservative",20,751,-0.586454171172582,0.707775063835136,-0.121320892662554,"About right",0.586454171172582,0.292224936164864,0.121320892662554
"Too much",67,"Female",20.7,"E. nor. central","Liberal",18,752,-0.466966015851878,-0.450013480729793,0.916979496581671,"About right",0.466966015851878,0.450013480729793,0.0830205034183285
"About right",54,"Female",62.9,"E. nor. central","Moderate",5,753,0.402159185696415,-0.346949718263654,-0.0552094674327613,"About right",0.597840814303585,0.346949718263654,0.0552094674327613
"Too little",53,"Male",65.1,"E. nor. central","Conservative",4,754,-0.542115522200516,0.692297138192155,-0.150181615991638,"About right",0.542115522200516,0.307702861807845,0.150181615991638
"About right",47,"Female",71.8,"E. nor. central","Extremely liberal",-2,755,0.633112412768325,-0.577754500158697,-0.0553579126096281,"Too little",0.366887587231675,0.577754500158697,0.0553579126096281
"Too little",47,"Male",65.3,"E. nor. central","Slightly liberal",-2,756,-0.462356164969006,0.527332957242201,-0.0649767922731954,"Too little",0.462356164969006,0.472667042757799,0.0649767922731954
"About right",32,"Female",56.8,"E. nor. central","Moderate",-17,757,0.356548987190444,-0.310460729221119,-0.0460882579693255,"About right",0.643451012809556,0.310460729221119,0.0460882579693255
"About right",28,"Female",43,"E. nor. central","Slightly liberal",-21,758,0.408113581043585,-0.361768891229625,-0.0463446898139601,"About right",0.591886418956415,0.361768891229625,0.0463446898139601
"About right",23,"Female",27,"E. nor. central","Moderate",-26,759,0.307277799407624,-0.248603576818423,-0.0586742225892005,"About right",0.692722200592376,0.248603576818423,0.0586742225892005
"Too little",53,"Female",84.2,"E. nor. central","Conservative",4,760,-0.599869101427437,0.680365039304104,-0.0804959378766674,"About right",0.599869101427437,0.319634960695896,0.0804959378766674
"About right",51,"Male",32,"E. nor. central","Moderate",2,761,0.430887059465139,-0.313999250794958,-0.11688780867018,"About right",0.569112940534861,0.313999250794958,0.11688780867018
"Too little",66,"Female",63.7,"E. nor. central","Liberal",17,762,-0.404927653917306,0.451197710465808,-0.0462700565485015,"Too little",0.404927653917306,0.548802289534192,0.0462700565485015
"About right",54,"Male",86.5,"E. nor. central","Slghtly conservative",5,763,0.515395833491309,-0.435568290049647,-0.0798275434416617,"About right",0.484604166508691,0.435568290049647,0.0798275434416617
"Too little",68,"Male",36.2,"E. nor. central","Liberal",19,764,-0.380277291215931,0.480634121811901,-0.10035683059597,"Too little",0.380277291215931,0.519365878188099,0.10035683059597
"About right",58,"Male",62,"E. nor. central","Conservative",9,765,0.467450202698789,-0.304014516106062,-0.163435686592728,"About right",0.532549797301211,0.304014516106062,0.163435686592728
"Too little",47,"Male",77.4,"E. nor. central","Conservative",-2,766,-0.546720039260831,0.669709959633074,-0.122989920372243,"About right",0.546720039260831,0.330290040366926,0.122989920372243
"Too little",33,"Female",56.9,"E. nor. central","Slghtly conservative",-16,767,-0.626434525859347,0.686514552483611,-0.0600800266242645,"About right",0.626434525859347,0.313485447516389,0.0600800266242645
"Too little",66,"Female",38.8,"E. nor. central","Moderate",17,768,-0.604707076760154,0.68897335485369,-0.0842662780935361,"About right",0.604707076760154,0.31102664514631,0.0842662780935361
"Too little",27,"Male",46.5,"E. nor. central","Liberal",-22,769,-0.437505351507686,0.495470016941856,-0.0579646654341707,"Too little",0.437505351507686,0.504529983058144,0.0579646654341707
"About right",54,"Male",32,"E. nor. central","Liberal",5,770,0.58956628131033,-0.497130654372216,-0.092435626938114,"Too little",0.41043371868967,0.497130654372216,0.092435626938114
"Too little",53,"Male",34.4,"E. nor. central","Slightly liberal",4,771,-0.491451503349486,0.593789342417041,-0.102337839067555,"About right",0.491451503349486,0.406210657582959,0.102337839067555
"About right",54,"Male",84.2,"E. nor. central","Moderate",5,772,0.496007331724302,-0.431719571827989,-0.0642877598963135,"About right",0.503992668275698,0.431719571827989,0.0642877598963135
"About right",67,"Male",43,"E. nor. central","Slightly liberal",18,773,0.545302243845186,-0.439103298416912,-0.106198945428274,"About right",0.454697756154814,0.439103298416912,0.106198945428274
"About right",67,"Female",20.1,"E. nor. central","Extrmly conservative",18,774,0.316227231783004,-0.147117975612967,-0.169109256170038,"About right",0.683772768216996,0.147117975612967,0.169109256170038
"About right",65,"Female",84.2,"E. nor. central","Moderate",16,775,0.45204195460054,-0.404122664681951,-0.0479192899185892,"About right",0.54795804539946,0.404122664681951,0.0479192899185892
"Too little",23,"Female",73.9,"E. nor. central","Slightly liberal",-26,776,-0.551196541699626,0.580743176535163,-0.0295466348355376,"About right",0.551196541699626,0.419256823464837,0.0295466348355376
"About right",27,"Female",54.6,"E. nor. central","Moderate",-22,777,0.345460703214691,-0.300849366551891,-0.0446113366628004,"About right",0.654539296785309,0.300849366551891,0.0446113366628004
"About right",28,"Male",25,"E. nor. central","Moderate",-21,778,0.379285664773142,-0.280933591685962,-0.0983520730871798,"About right",0.620714335226858,0.280933591685962,0.0983520730871798
"Too little",34,"Female",55.3,"E. nor. central","Moderate",-15,779,-0.642094625704943,0.690132275965889,-0.0480376502609456,"About right",0.642094625704943,0.309867724034111,0.0480376502609456
"Too little",27,"Female",66.1,"E. nor. central","Moderate",-22,780,-0.638918868737603,0.677758425224321,-0.0388395564867181,"About right",0.638918868737603,0.322241574775679,0.0388395564867181
"Too little",60,"Male",20.7,"E. nor. central","Moderate",11,781,-0.55750260613306,0.703236196363452,-0.145733590230392,"About right",0.55750260613306,0.296763803636548,0.145733590230392
"About right",26,"Male",25,"E. nor. central","Slightly liberal",-23,782,0.445747113286851,-0.359628477095741,-0.0861186361911098,"About right",0.554252886713149,0.359628477095741,0.0861186361911098
"About right",74,"Female",24.6,"E. nor. central","Moderate",25,783,0.398218139386826,-0.289924186318561,-0.108293953068264,"About right",0.601781860613174,0.289924186318561,0.108293953068264
"Too little",31,"Male",27.4,"E. nor. central","Slightly liberal",-18,784,-0.541951168288634,0.630269450574092,-0.0883182822854576,"About right",0.541951168288634,0.369730549425908,0.0883182822854576
"Too little",63,"Male",39.6,"E. nor. central","Moderate",14,785,-0.538295440830755,0.660005246451169,-0.121709805620414,"About right",0.538295440830755,0.339994753548831,0.121709805620414
"About right",72,"Female",50.1,"E. nor. central","Moderate",23,786,0.418729057406,-0.339851436601491,-0.0788776208045085,"About right",0.581270942594,0.339851436601491,0.0788776208045085
"Too little",25,"Male",73.4,"E. nor. central","Liberal",-24,787,-0.397785335931799,0.436976728072216,-0.0391913921404167,"Too little",0.397785335931799,0.563023271927784,0.0391913921404167
"Too much",35,"Male",21.6,"Pacific","Moderate",-14,788,-0.521951910495015,-0.345180439137267,0.867132349632282,"About right",0.521951910495015,0.345180439137267,0.132867650367718
